Toimiku ID;Osakonna kood;SARI VIIT;SARI PEALKIRI;Toimiku viit NORM;Toimiku pealkiri NORM;Toimiku indeks;Toimiku nimetus;Mitu asjaajamisaastat/üks asjaajamisaasta;Toimiku alguskuupäev;Toimiku lõppkuupäev;Säilitustähtaeg
1055;010101;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1056;010102;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1057;010102;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1058;010102;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1059;010102;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1060;010102;1.2-8;Arhivaalide avalikku arhiivi üleandmise-vastuvõtmise aktid;1.2-8;Arhivaalide avalikku arhiivi üleandmise-vastuvõtmise aktid;1.2-8;Arhivaalide avalikku arhiivi üleandmise-vastuvõtmise aktid;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1061;010103;1.3-1;Lepingud;1.3-1;Lepingud;1.3-1;Lepingud;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1062;010103;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1063;010103;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1064;010104;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;üks asjaajamisaasta;1.01.2008;31.12.2008;50
1065;010104;1.4-10;Töölepingud;1.4-10;Töölepingud;1.4-10;Töölepingud;üks asjaajamisaasta;1.01.2008;31.12.2008;50
1066;010104;1.4-12;Töövõtulepingud;1.4-12;Töövõtulepingud;1.4-12;Töövõtulepingud;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1067;010104;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1068;010104;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1069;010104;1.4-19;Majanduslike huvide deklaratsioonid;1.4-19;Majanduslike huvide deklaratsioonid;1.4-19;Majanduslike huvide deklaratsioonid;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1070;010104;1.4-2;Puhkuste ja teenistuslähetuste korraldused;1.4-2;Puhkuste ja teenistuslähetuste korraldused;1.4-2;Puhkuste ja teenistuslähetuste korraldused;üks asjaajamisaasta;1.01.2008;31.12.2008;7
1072;010104;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja muudes küsimustes;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja atesteerimisnõuete kehtestamise küsimustes;1.4-3;Maavanema korraldused strukt.üksuste põhimääruste,ametijuhendite ja atest.nõuete kehtestam kohta;üks asjaajamisaasta;1.01.2008;31.12.2008;7
1083;010106;1.6-2;Siseauditi toimik;1.6-2;Siseauditi toimik;1.6-2;Siseauditi toimik;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1084;010106;1.6-3;Siseauditi lõpparuanded;1.6-3;Siseauditi lõpparuanded;1.6-3;Siseauditi lõpparuanded;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1085;010106;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1087;010107;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1088;010107;1.7-5;Kirjavahetus EL alastes küsimustes;1.7-5;Kirjavahetus EL alastes küsimustes;1.7-5;Kirjavahetus EL alastes küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1090;010108;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1092;0110;10-10;Kirjavahetus keskkonnakaitse küsimustes;10-10;Kirjavahetus keskkonnakaitse küsimustes;10-10;Kirjavahetus keskkonnakaitse küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1093;0110;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1094;0110;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1097;0110;10-15;Kirjavahetus ettevõtteregistri küsimustes;10-15;Kirjavahetus ettevõtteregistri küsimustes;10-15;Kirjavahetus ettevõtteregistri küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1099;0110;10-3;Maakonnasisese bussiveoteenuse aruanded;10-3;Maakonnasisese bussiveoteenuse aruanded;10-3;Maakonnasisese bussiveoteenuse aruanded;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1100;0110;10-4;Sõitjateveo tegevusload, sõidukikaardid, nende taotlusmaterjalid;10-4;Sõitjateveo tegevusload, sõidukikaardid, nende taotlusmaterjalid;10-4;Sõitjateveo tegevusload, sõidukikaardid, nende taotlusmaterjalid;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1102;011106;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;üks asjaajamisaasta;1.01.2008;31.12.2008;7
1104;011106;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1105;011107;11.7-1;Perekonnaseisutoimingute aruanded;11.7-1;Perekonnaseisuaktide koostamise kuuaruanded;11.7-1;Perekonnaseisuaktide koostamise kuuaruanded;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1107;010201;2.1-6;Riigiorganite poolt teostatud ettekirjutused ja kontrollaktid;2.1-6;Riigiorganite poolt teostatud ettekirjutused ja kontrollaktid;2.1-6;Riigiorganite poolt teostatud ettekirjutused ja kontrollaktid;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1108;010201;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1112;010301;3.1-2;Kirjavahetus omandireformi küsimustes;3.1-2;Kirjavahetus omandireformi küsimustes;3.1-2;Kirjavahetus omandireformi küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1113;010302;3.2-1;Maaüksuste toimikud;3.2-1.1;Talude tagastamise toimikud;3.2-1.1;Talude tagastamise toimikud;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1115;010302;3.2-1;Maaüksuste toimikud;3.2-1.3;Ostueesõigusega erastamise toimikud;3.2-1.3;Ostueesõigusega erastamise toimikud;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1117;010302;3.2-1;Maaüksuste toimikud;3.2-1.5;Vabade põllumajandus- ja metsamaade erastamise toimikud;3.2-1.5;Vabade põllumajandus- ja metsamaade erastamise toimikud;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1118;010302;3.2-1;Maaüksuste toimikud;3.2-1.6;Munitsipaalomandisse antud maade toimikud;3.2-1.6;Munitsipaalomandisse antud maade toimikud;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1120;010302;3.2-1;Maaüksuste toimikud;3.2-1.8;Hoonestusõiguse või kasutusvalduse seadmise toimikud;3.2-1.8;Hoonestusõiguse või kasutusvalduse seadmise toimikud;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1122;010302;3.2-4;Kirjavahetus maa üldküsimustes;3.2-4;Kirjavahetus maa üldküsimustes;3.2-4;Kirjavahetus maa üldküsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1123;010302;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1124;010302;3.2-6;Kirjavahetus hüpoteegi küsimustes;3.2-6;Kirjavahetus hüpoteegi küsimustes;3.2-6;Kirjavahetus hüpoteegi küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;7
1128;010401;4.1-10;Kirjavahetus finantseerimise küsimustes;4.1-10;Kirjavahetus finantseerimise küsimustes;4.1-10;Kirjavahetus finantseerimise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1129;010401;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1131;010401;4.1-23;Riiklikud statistilised aruanded;4.1-23;Riiklikud statistilised aruanded;4.1-23;Riiklikud statistilised aruanded;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1135;010401;4.1-28;Kirjavahetus raamatupidamise küsimustes;4.1-28;Kirjavahetus raamatupidamise küsimustes;4.1-28;Kirjavahetus raamatupidamise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1137;010401;4.1-6;Kohalike omavalitsustee eelarve koondid;4.1-6;Kohalike omavalitsustee eelarve koondid;4.1-6;Kohalike omavalitsustee eelarve koondid;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1140;010402;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1141;0110;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1142;0110;10-9;Kirjavahetus transpordi ja liikluse küsimustes;10-9;Kirjavahetus transpordi ja liikluse küsimustes;10-9;Kirjavahetus transpordi ja liikluse küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1147;011102;11.2-3;Surnud isikute passide üleandmise saatelehed või nimekirjad;11.2-3;Surnud isikute passide üleandmise saatelehed või nimekirjad;11.2-3;Surnud isikute passide üleandmise saatelehed või nimekirjad;üks asjaajamisaasta;1.01.2008;31.12.2008;3
1155;0105;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1156;0106;6-1;Perearsti nimistu moodustamise taotlusmaterjal ja kirjavahetus perearstidega seotud küsimustes;6-1;Perearsti nimistu moodustamise taotlusmaterjal ja kirjavahetus perearstidega seotud küsimustes;6-1;Perearsti nimistu moodustamise taotlusmaterjal ja kirjavahetus perearstidega seotud küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;7
1160;0106;6-5;Kirjavahetus tervishoiu küsimustes;6-5;Kirjavahetus tervishoiu küsimustes;6-5;Kirjavahetus tervishoiu küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1161;0106;6-6;Kirjavahetus terviseedenduse küsimustes ja rahastatud projektid;6-6;Kirjavahetus terviseedenduse küsimustes ja rahastatud projektid;6-6;Kirjavahetus terviseedenduse küsimustes ja rahastatud projektid;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1162;0107;7-3;Kirjavahetus hariduse küsimustes;7-3;Kirjavahetus hariduse küsimustes;7-3;Kirjavahetus hariduse küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1164;010701;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1166;010701;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1167;010701;7.1-6;Kriminaalpreventiivse töö projektid;7.1-6;Kriminaalpreventiivse töö projektid;7.1-6;Kriminaalpreventiivse töö projektid;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1170;0108;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1171;0108;8-2;Kirjavahetus spordi küsimustes;8-2;Kirjavahetus spordi küsimustes;8-2;Kirjavahetus spordi küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1172;0108;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1174;0109;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1175;0109;9-7;Kirjavahetus haldusreformi küsimustes;9-7;Kirjavahetus haldusreformi küsimustes;9-7;Kirjavahetus haldusreformi küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1176;0109;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1180;010401;4.1-18;Inventeriseerimise aktid;4.1-18;Inventeriseerimise aktid;4.1-18;Inventeriseerimise aktid;üks asjaajamisaasta;1.01.2008;31.12.2008;7
1181;0105;5-13;Lastehoiu ja asenduskodu tegevuslubade taotlused, materjalid, tegevusload;5-13;Lastehoiu ja asenduskodu tegevuslubade taotlused, materjalid, tegevusload;5-13;Lastehoiu ja asenduskodu tegevuslubade taotlused, materjalid, tegevusload;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1182;0109;9-9;Kohaliku omaalgatuse programmi projektid;9-9;Kohaliku omaalgatuse programmi projektid;9-9;Kohaliku omaalgatuse programmi projektid;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1183;0110;10-24;EL struktuurifondi meetmed (maakonnakomisjoni hindamislehed, protokollid ja otsused);10-24;EL struktuurifondi meetmed (maakonnakomisjoni hindamislehed, protokollid ja otsused);10-24;EL struktuurifondi meetmed (maakonnakomisjoni hindamislehed, protokollid ja otsused);üks asjaajamisaasta;1.01.2008;31.12.2008;10
1184;0110;10-16;Väärteo asjade materjalid;10-16;Väärteo asjade materjalid;10-16;Väärteo asjade materjalid;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1185;0110;10-23;EL struktuurifondide meetmed (taotlused);10-23;EL struktuurifondide meetmed (taotlused);10-23;EL struktuurifondide meetmed (taotlused);üks asjaajamisaasta;1.01.2008;31.12.2008;10
1189;0109;9-4;Regionaalse arengu arendusprojektid, komisjoni protokollid, otsused;9-4;Regionaalse arengu arendusprojektid, komisjoni protokollid, otsused;9-4;Regionaalse arengu arendusprojektid, komisjoni protokollid, otsused;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1191;010302;3.2-9;Täitemenetlused seoses maa järelmaksudega;3-9;Täitemenetlused seoses maa järelmaksudega;3-9;Täitemenetlused seoses maa järelmaksudega;üks asjaajamisaasta;1.01.2008;31.12.2008;7
1192;010302;3.2-9;Täitemenetlused seoses maa järelmaksudega;3.2-9;Täitemenetlused seoses maa järelmaksudega;3.2-9;Täitemenetlused seoses maa järelmaksudega;üks asjaajamisaasta;1.01.2008;31.12.2008;7
1196;010101;1.1-2;Maavanema nõupidamiste protokollid;1.1-2;Maavanema nõupidamiste protokollid;1.1-2;Maavanema nõupidamiste protokollid;üks asjaajamisaasta;1.01.2009;31.12.2009;99
1198;010101;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1199;010101;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2009;31.12.2009;10
1200;010101;1.1-6;Valimiskomisjoni otsused ja koosolekute protokollid;1.1-6;Valimiskomisjoni otsused ja koosolekute protokollid;1.1-6;Valimiskomisjoni otsused ja koosolekute protokollid;üks asjaajamisaasta;1.01.2009;31.12.2009;99
1201;010101;1.1-7;Kirjavahetus valimiste küsimustes;1.1-7;Kirjavahetus valimiste küsimustes;1.1-7;Kirjavahetus valimiste küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1203;010101;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1204;010102;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
1205;010102;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1206;010102;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;10
1207;010102;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1209;010103;1.3-1;Lepingud;1.3-1;Lepingud;1.3-1;Lepingud;üks asjaajamisaasta;1.01.2009;31.12.2009;10
1210;010103;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1211;010402;4.2-3;Riigihanke dokumendid;4.2-3;Riigihanke dokumendid;4.2-3;Riigihanke dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
1213;010402;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1214;0105;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2009;31.12.2009;10
1216;0105;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1217;0105;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;üks asjaajamisaasta;1.01.2009;31.12.2009;10
1219;0105;5-6;Lapse riiklikule hoolekandele võtmise lepingud;5-6;Lapse riiklikule hoolekandele võtmise lepingud;5-6;Lapse riiklikule hoolekandele võtmise lepingud;üks asjaajamisaasta;1.01.2009;31.12.2009;50
1221;010101;1.1-1;Maavanema üldkorraldused;1.1-1;Maavanema üldkorraldused;1.1-1;Maavanema üldkorraldused;üks asjaajamisaasta;1.01.2009;31.12.2009;99
1222;010101;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1223;010103;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1224;010104;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;üks asjaajamisaasta;1.01.2009;31.12.2009;50
1225;010104;1.4-10;Töölepingud;1.4-10;Töölepingud;1.4-10;Töölepingud;üks asjaajamisaasta;1.01.2009;31.12.2009;50
1227;010104;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;üks asjaajamisaasta;1.01.2009;31.12.2009;10
1228;010104;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1229;010104;1.4-19;Majanduslike huvide deklaratsioonid;1.4-19;Majanduslike huvide deklaratsioonid;1.4-19;Majanduslike huvide deklaratsioonid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1230;010104;1.4-2;Puhkuste ja teenistuslähetuste korraldused ning volituste andmine;1.4-2;Puhkuste ja teenistuslähetuste korraldused ning volituste andmine;1.4-2;Puhkuste ja teenistuslähetuste korraldused ning volituste andmine;üks asjaajamisaasta;1.01.2009;31.12.2009;7
1232;010104;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja muudes küsimustes;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja atesteerimisnõuete kehtestamise küsimustes;1.4-3;Maavanema korraldused strukt.üksuste põhimääruste,ametijuhendite ja atest.nõuete kehtestam kohta;üks asjaajamisaasta;1.01.2009;31.12.2009;7
1233;010104;1.4-5;Konkursi- ja atesteerimiskomisjoni esimehe kk-d ja komisjoni protokollid;1.4-5;Konkursi- ja atesteerimiskomisjoni esimehe kk-d ja komisjoni protokollid;1.4-5;Konkursi- ja atesteerimiskomisjoni esimehe kk-d ja komisjoni protokollid;üks asjaajamisaasta;1.01.2009;31.12.2009;25
1245;010106;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1247;010107;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1248;010107;1.7-5;Kirjavahetus EL alastes küsimustes;1.7-5;Kirjavahetus EL alastes küsimustes;1.7-5;Kirjavahetus EL alastes küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
1250;010108;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
