Toimiku ID;Osakonna kood;SARI VIIT;SARI PEALKIRI;Toimiku viit NORM;Toimiku pealkiri NORM;Toimiku indeks;Toimiku nimetus;Mitu asjaajamisaastat/üks asjaajamisaasta;Toimiku alguskuupäev;Toimiku lõppkuupäev;Säilitustähtaeg
5880;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109572;KUSTI;12.2-3-2/109572;KUSTI;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5881;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NI-002;Tourist-CONNECT;12.2-3-3/NI-002;Tourist-CONNECT;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5882;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NI-006;VV (avlga-Valka);12.2-3-3/NI-006;VV (avlga-Valka);mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5883;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NI-008;HeCaPrev EE LV;12.2-3-3/NI-008;HeCaPrev EE LV;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5884;11201;11-6;Memod ja juhised üldistes kodakondsus ja migratsioonipoliitika küsimustes;11-6;Memod ja juhised üldistes kodakondsus ja migratsioonipoliitika küsimustes;11.-6;Memod ja juhised üldistes kodakondsus ja migratsioonipoliitika küsimustes;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5885;10401;4.1-1;Siseauditi toimikud;4.1-1/126;Virtual Community kuludokumentide audit;4.1-1/126;Virtual Community kuludokumentide audit;üks asjaajamisaasta;1.01.2009;31.12.2009;
5886;11302;12.2-3-5;INTERREG IIIC programmi 2000-2006 dokumendid;12.2-3-5/2S0080I;Grands travaux;12.2-3-5/2S0080I;Grands travaux;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5887;11302;12.2-3-5;INTERREG IIIC programmi 2000-2006 dokumendid;12.2-3-5/2W0048N;BERI;12.2-3-5/2W0048N;BERI;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5888;11302;12.2-3-5;INTERREG IIIC programmi 2000-2006 dokumendid;12.2-3-5/3S0025I;e-Prodat;12.2-3-5/3S0025I;e-Prodat;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5889;11302;12.2-3-5;INTERREG IIIC programmi 2000-2006 dokumendid;12.2-3-5/3W0079I;SHARP;12.2-3-5/3W0079I;SHARP;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5890;10806;7.1-4;Majandustehingute arvestus;7.1-4-2;Pangadokumendid (siselähetuse taotlused);7. 1-4-2;Pangadokumendid (siselähetuse taotlused);üks asjaajamisaasta;1.01.2009;31.12.2009;7
5892;10401;4.1-1;Siseauditi toimikud;4.1-1/137A;Struktuurfondide meetme 4.6 vahenditest rahastatud projekti kuludokumentide audit (Sauga Vallavalitsus);4.1-1/137A;Struktuurfondide meetme 4.6 vahenditest rahastatud projekti kuludokumentide audit (Sauga Vallavalitsus);üks asjaajamisaasta;1.01.2009;31.12.2009;
5893;10401;4.1-1;Siseauditi toimikud;4.1-1/135A;Struktuurfondide meetme 4.6 vahenditest rahastatud projekti kuludokumentide audit (Põdrala Vallavalitsus);4.1-1/135A;Struktuurfondide meetme 4.6 vahenditest rahastatud projekti kuludokumentide audit (Põdrala Vallavalitsus);üks asjaajamisaasta;1.01.2009;31.12.2009;
5894;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110119;Pilet;12.2-3-2/110119;Pilet;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5895;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110111;SUMMERI II;12.2-3-2/110111;SUMMERI II;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5896;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110144;e4Portaali;12.2-3-2/110144;e4Portaali;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5897;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80034;MARITOUR;12.2-3-4/80034;MARITOUR;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5898;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80011;VBN InnoReg;12.2-3-4/80011;VBN InnoReg;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5899;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80025;S-MAN 2000;12.2-3-4/80025;S-MAN 2000;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5900;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80024;BALTIC FOREST;12.2-3-4/80024;BALTIC FOREST;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5901;10301;3.1-13;Personalialase nõupidamise/koosoleku dokumendid;3.1-13;Personalialase nõupidamise/koosoleku dokumendid;3.1-13;Personalialase nõupidamise/koosoleku dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5902;10806;7.1-11;Rahandusega seotud komisjonide/töögruppide dokumendid;7.1-11-1;Nõuete lootusetuks tunnistamise komisjoni dokumendid;7. 1-11-1;Nõuete lootusetuks tunnistamise komisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;7
5903;11602;6.2-1;Aastaraamat;6.2-1;Aastaraamat;6.2-1;Aastaraamat;üks asjaajamisaasta;1.01.2009;31.12.2009;99
5904;11602;6.2-3;Visuaalse identiteedi väljatöötamise dokumendid;6.2-3-1;Visuaalse identiteedi väljatöötamise dokumendid;6.2-3-1;Visuaalse identiteedi väljatöötamise dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5905;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109579;Keskkonnateater Soome lahe kallastel;12.2-3-2/109579;Keskkonnateater Soome lahe kallastel;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5906;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109464;ESTVA;12.2-3-2/109464;ESTVA;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5907;10303;3.3-3;Haridust ja koolitust puudutava komisjoni või töörühma dokumendid;3.3-3-2;Kaarel Eenpalu nimelise preemia ja halduskolledşi parima üliõpilase preemia määramise komisjoni dokumendid;3.3-3- 2;Kaarel Eenpalu nimelise preemia ja halduskolledzi parima üliõpilase preemia määramise komisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5908;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70041;HEPRO;12.2-3-4/70041;HEPRO;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5909;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80012;ASAP;12.2-3-4/80012;ASAP;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5910;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80015;LogOn Baltic;12.2-3-4/80015;LogOn Baltic;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5911;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80019;InterBaltic;12.2-3-4/80019;InterBaltic;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5912;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70026;BALANCE;12.2-3-4/70026;BALANCE;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5913;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70033;TRABANT;12.2-3-4/70033;TRABANT;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5914;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70034;Eurobaltic II;12.2-3-4/70034;Eurobaltic II;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5915;11602;6.2-3;Visuaalse identiteedi väljatöötamise dokumendid;6.2-3-1;Visuaalse identiteedi väljatöötamise dokumendid;6.2-3- 1;Visuaalse identiteedi väljatöötamise dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5916;11602;6.2-4;Sisekommunikatsiooni aruanne;6.2-4;Sisekommunikatsiooni aruanne;6.2-4;Sisekommunikatsiooni aruanne;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5917;10101;1.1-7;SIM nõupidamise või koosoleku protokollid;1.1-7-1;Haldusalaste nõupidamiste protokollid;1.1-7-1;Haldusalaste nõupidamiste protokollid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5918;10304;3.4-4;Atesteerimisalane kirjavahetus;3.4-4;Atesteerimisalane kirjavahetus;3.4-4;Atesteerimisalane kirjavahetus;mitu asjaajamisaastat;1.01.2009;22.01.2009;5
5919;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70040;BEN;12.2-3-4/70040;BEN;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5920;11302;12.2-5;VV REGO teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;12.2-5-3;Setomaa asjatundjate komisjoni dokumendid;12.2-5- 3;Setomaa asjatundjate komisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5921;11302;12.2-3-5;INTERREG IIIC programmi 2000-2006 dokumendid;12.2-3-5/4N0097I;DEBATE;12.2-3-5/4N0097I;DEBATE;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5922;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70023;BalticMaSTER;12.2-3-4/70023;BalticMaSTER;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5923;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70018;BalticBroadband;12.2-3-4/70018;BalticBroadband;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5924;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70024;Rail Baltica;12.2-3-4/70024;Rail Baltica;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5925;11302;12.2-4;Siseriiklikud regionaalarengu programmid ja meetmed;12.2-4-6;Regionaalsete kolledşite programmi dokumendid;12.2-4- 6;Regionaalsete kolledşite programmi dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5926;109;8-2;Side- ja valvetehniliste vahendite projektid;8-2-1;Operatiivraadioside projekti ORS dokumendid;8.-2- 1;Operatiivraadioside projekti ORS dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;99
5927;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70013;RENET;12.2-3-4/70013;RENET;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5928;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70012;BEEN;12.2-3-4/70012;BEEN;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5929;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70007;BUSTRIP;12.2-3-4/70007;BUSTRIP;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5930;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114361;Partnership East;12.2-3-2/114361;Partnership East;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5931;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70004;ReMiDo;12.2-3-4/70004;ReMiDo;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5932;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60029;RECO;12.2-3-4/60029;RECO;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5933;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70002;AGORA ;12.2-3-4/70002;AGORA ;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5934;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70003;ASTRA;12.2-3-4/70003;ASTRA;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5935;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-1;RAK meetme 4.6 „Kohalik sotsiaal-majanduslik areng” hindamiskomisjoni dokumendid;1.1-10 -1;RAK meetme 4.6 „Kohalik sotsiaal-majanduslik areng” hindamiskomisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5936;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60014;Castle Tomorrow;12.2-3-4/60014;Castle Tomorrow;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5937;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60027;SBC;12.2-3-4/60027;SBC;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5938;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60022;BBDN;12.2-3-4/60022;BBDN;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5939;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60025;Innovation Circle;12.2-3-4/60025;Innovation Circle;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5940;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60028;B-SME;12.2-3-4/60028;B-SME;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5941;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109623;HUUTA-narkootikumide tarvitamise vähendamine ja nakkushaiguste ennetamine Helsingis ja Tallinnas;12.2-3-2/109623;HUUTA-narkootikumide tarvitamise vähendamine ja nakkushaiguste ennetamine Helsingis ja Tallinnas;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5942;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60002;ET-BIOENERGY;12.2-3-4/60002;ET-BIOENERGY;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5943;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60005;BBN;12.2-3-4/60005;BBN;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5944;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60020;Baltic sea Breeze;12.2-3-4/60020;Baltic sea Breeze;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5945;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60032;EuRoB II;12.2-3-4/60032;EuRoB II;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5946;11302;12.2-5;VV REGO teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;12.2-5-2;Miniseeriumidevahelise Eest-Läti piiriülese koostöö komisjoni dokumendid;12.2-5-2;Miniseeriumidevahelise Eest-Läti piiriülese koostöö komisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5947;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/60013;Baltic Tangent;12.2-3-4/60013;Baltic Tangent;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5948;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50036;COMMIN;12.2-3-4/50036;COMMIN;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5949;10303;3.3-3;Haridust ja koolitust puudutava komisjoni või töörühma dokumendid;3.3-3-3;Haridusalase komisjoni dokumendid;3.3-3 -3;Haridusalase komisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5950;10301;3.1-12;Välislähetuse taotlused ja alusdokumendid, puhkuseavaldused;3.1-12-1;Välislähetuse taotlused ja alusdokumendid;3.1-12 -1;Välislähetuse taotlused ja alusdokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;1
5951;10401;4.1-1;Siseauditi toimikud;4.1-1/128A;Schengen Facility 10% kuludokumentide auditi teatis;4.1-1/128A;Schengen Facility 10% kuludokumentide auditi teatis;üks asjaajamisaasta;1.01.2009;31.12.2009;
5952;11101;10.1-2;Valimiste korraldamisega seotud dokumendid;10.1-2-1;Euroopa Liidu parlamendi valimiste dokumendid;10.1-2- 1;Euroopa Liidu parlamendi valimiste dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5953;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50037;FEM;12.2-3-4/50037;FEM;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5954;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50031;BSR EAGLE;12.2-3-4/50031;BSR EAGLE;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5955;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50012;Baltic eHealth;12.2-3-4/50012;Baltic eHealth;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5956;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50021;InLoc;12.2-3-4/50021;InLoc;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5957;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50025;BIRD;12.2-3-4/50025;BIRD;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5958;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50015;BALTMET INVEST;12.2-3-4/50015;BALTMET INVEST;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5959;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50018;BaSIM;12.2-3-4/50018;BaSIM;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5960;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50019;BCP 2004-2007;12.2-3-4/50019;BCP 2004-2007;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5961;11302;12.2-5;VV REGO teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;12.2-5-2;Miniseeriumidevahelise Eest-Läti piiriülese koostöö komisjoni dokumendid;12.2-5- 2;Miniseeriumidevahelise Eest-Läti piiriülese koostöö komisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5962;11302;12.2-4;Siseriiklikud regionaalarengu programmid ja meetmed;12.2-4-1;Sisemaiste regionaalarengu programmide alased dokumendid;12.2-4- 1;Sisemaiste regionaalarengu programmide alane üldine kirjavahetus;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5963;10807;7.2-5;Riigivara komisjoni koosoleku protokollid ja dokumendid;7.2-5;Riigivara komisjoni koosoleku protokollid ja dokumendid;7. 2-5;Riigivara komisjoni koosoleku protokollid ja dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5964;11601;6.1-1;Avaliku arvamuse uuringud;6.1-1;Avaliku arvamuse uuringud;6.1-1;Avaliku arvamuse uuringud;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5965;11601;6.1-2;Meediaülevaated;6.1-2;Meediaülevaated;6.1-2;Meediaülevaated;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5966;11601;6.1-3;Kodulehekülje haldamise dokumendid;6.1-3;Kodulehekülje haldamise dokumendid;6.1-3;Kodulehekülje haldamise dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5967;10807;7.2-6;Haldusosakonna kirjavahetus;7.2-6-2;Kirjavahetus hooldusalastes küsimutes;7. 2-6-2;Kirjavahetus hooldusalastes küsimutes;üks asjaajamisaasta;1.01.2009;31.12.2009;3
5968;10807;7.2-7;Sõiduki kasutamise ja hoolduse alased dokumendid;7.2-7;Sõiduki kasutamise ja hoolduse alased dokumendid;7. 2-7;Sõiduki kasutamise ja hoolduse alased dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;1
5969;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114453;Lisatoiminnot: SUMMERI II;12.2-3-2/114453;Lisatoiminnot: SUMMERI II;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5970;11102;10.2-1;Perekonnasündmuste registreerimise dokumendid;10.2-1-1;Sünni-, abielu-, abielulahtuse- ja surmakanded;10.2-1-1;Sünni-, abielu-, abielulahtuse- ja surmakanded;üks asjaajamisaasta;1.01.2009;31.12.2009;99
5971;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-4;Siseriiklike väikeprojektide valikukomisjoni dokumendid;1.1-10-4a;Siseriiklike väikeprojektide valikukomisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5972;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-5;Valga-Valka piiriregiooni töörühma dokumendid;1.1-10-5;Valga-Valka piiriregiooni töörühma dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5973;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-5;Valga-Valka piiriregiooni töörühma dokumendid;1.1-10- 5;Valga-Valka piiriregiooni töörühma dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5974;10303;3.3-3;Haridust ja koolitust puudutava komisjoni või töörühma dokumendid;3.3-3-1;Sisekaitseakadeemiat puudutava komisjoni dokumendid;3.3-3- 1;Sisekaitseakadeemiat puudutava komisjni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5975;10303;3.3-3;Haridust ja koolitust puudutava komisjoni või töörühma dokumendid;3.3-3-1;Sisekaitseakadeemiat puudutava komisjoni dokumendid;3.3-3 -1;Sisekaitseakadeemiat puudutava komisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;5
5976;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-3;RAK struktuuritoetuse meetme 4.6 Kohalik sotsiaal-majanduslik areng valikukomisjoni dokumendid;1.1-10-3;RAK struktuuritoetuse meetme 4.6 Kohalik sotsiaalmajanduslik areng valikukomisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5977;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-3;RAK struktuuritoetuse meetme 4.6 Kohalik sotsiaal-majanduslik areng valikukomisjoni dokumendid;1.1-10-3a;RAK struktuuritoetuse meetme 4.6 Kohalik sotsiaalmajanduslik areng valikukomisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5978;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-4;Siseriiklike väikeprojektide valikukomisjoni dokumendid;1.1-10-4;Siseriiklike väikeprojektide valikukomisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5979;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114465;Lisatoiminnot: 3+3 yhteinen ympäristö;12.2-3-2/114465;Lisatoiminnot: 3+3 yhteinen ympäristö;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
5980;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-2;RAK struktuuritoetuse meetme 4.6 Kohalik sotsiaal-majanduslik areng juhtkomisjoni dokumendid;1.1-10-2;RAK struktuuritoetuse meetme 4.6 Kohalik sotsiaalmajanduslik areng juhtkomisjoni dokumendid 2004.a;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5981;10101;1.1-10;SIM moodustatud või teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;1.1-10-2;RAK struktuuritoetuse meetme 4.6 Kohalik sotsiaal-majanduslik areng juhtkomisjoni dokumendid;1.1-10-2a;RAK struktuuritoetuse meetme 4.6 Kohalik sotsiaalmajanduslik areng juhtkomisjoni dokumendid 2004.a;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5982;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50003;CBSR+;12.2-3-4/50003;CBSR+;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5983;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50006;ESCOBALT;12.2-3-4/50006;ESCOBALT;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5984;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50008;VHB-ZONE;12.2-3-4/50008;VHB-ZONE;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5985;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/50010;COASTMAN;12.2-3-4/50010;COASTMAN;mitu asjaajamisaastat;1.01.2009;8.09.2009;99
5986;11302;12.2-5;VV REGO teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;12.2-5-1;VV regionaalpoliitika nõukogu dokumendid;12.2-5- 1;VV regionaalpoliitika Nõukogu dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5987;11302;12.2-5;VV REGO teenindatava komisjoni või töögrupi tegevuses tekkinud dokumendid;12.2-5-3;Setomaa asjatundjate komisjoni dokumendid;12.2-5-3;Setomaa asjatundjate komisjoni dokumendid;üks asjaajamisaasta;1.01.2009;31.12.2009;10
5988;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113514;AIKO: Varsinais-Suomen ja Läänen maakuntien aikuiskoulutusorganisaatioiden yhteistyö;12.2-3-2/113514;AIKO: Varsinais-Suomen ja Läänen maakuntien aikuiskoulutusorganisaatioiden yhteistyö;mitu asjaajamisaastat;1.01.2009;6.09.2009;99
